rxn_code,mech_id,namerxn,step,smarts_reactant,smarts_product,full_smarts
1.3.2,2268,Chloro Buchwald-Hartwig amination,3,"[#6;!$([#6]=[O]):1][#8;H1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]","[#6:1][#8;H0;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;H1;+0:5]","[#6;!$([#6]=[O]):1][#8;H1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]>>[#6:1][#8;H0;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;H1;+0:5]"
1.3.2,2281,Chloro Buchwald-Hartwig amination,3,"[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#11,#19,#3,#55:4][#8:5]","[#6;+0:1]-[#46:2]-[#8:5].[#11,#19,#3,#55;+1:4].[Cl,$([O]-[S]),Br,I;-1:3]","[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#11,#19,#3,#55:4][#8:5]>>[#6;+0:1]-[#46:2]-[#8:5].[#11,#19,#3,#55;+1:4].[Cl,$([O]-[S]),Br,I;-1:3]"
1.3.2,2294,Chloro Buchwald-Hartwig amination,3,"[#6;!$([#6]=[O]):1]-[#8;-1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]","[#6:1]-[#8;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;-1:5]","[#6;!$([#6]=[O]):1]-[#8;-1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]>>[#6:1]-[#8;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;-1:5]"
1.3.2,2515,Chloro Buchwald-Hartwig amination,3,"[P;+1;H0:1]-[Cl,Br,I;+0:2].[O;-1;H1:3]","[P;+1;H0:1]-[O;H1;+0:3].[Cl,Br,I;-1:2]","[P;+1;H0:1]-[Cl,Br,I;+0:2].[O;-1;H1:3]>>[P;+1;H0:1]-[O;H1;+0:3].[Cl,Br,I;-1:2]"
1.3.2,2528,Chloro Buchwald-Hartwig amination,3,"[P;+1;H0:1]-[Cl,Br,I;+0:2].[O;-1:3]","[P;+1;H0:1]-[O;+0:3].[Cl,Br,I;-1:2]","[P;+1;H0:1]-[Cl,Br,I;+0:2].[O;-1:3]>>[P;+1;H0:1]-[O;+0:3].[Cl,Br,I;-1:2]"
1.3.2,2853,Chloro Buchwald-Hartwig amination,3,"[#46;+0:1](-[O,Cl,Br,I:2])-[O,Cl,Br,I:3].[P;D3;H0:4]","[#46;+0:1].[P;+1;H0:4]-[O,Cl,Br,I:2].[O,Cl,Br,I;-1:3]","[#46;+0:1](-[O,Cl,Br,I:2])-[O,Cl,Br,I:3].[P;D3;H0:4]>>[#46;+0:1].[P;+1;H0:4]-[O,Cl,Br,I:2].[O,Cl,Br,I;-1:3]"
1.3.2,3217,Chloro Buchwald-Hartwig amination,3,"[#46;H1;+0:1]-[O,Cl,Br,I;H0:2]","[#46;H0;+0:1].[O,Cl,Br,I;H1;+0:2]","[#46;H1;+0:1]-[O,Cl,Br,I;H0:2]>>[#46;H0;+0:1].[O,Cl,Br,I;H1;+0:2]"
1.3.2,3555,Chloro Buchwald-Hartwig amination,3,[#46;D0;+0:1].[P;!$([P]=[O]);H0;+0:2],[#46;D1;+0:1]-[P;H0;+0:2],[#46;D0;+0:1].[P;!$([P]=[O]);H0;+0:2]>>[#46;D1;+0:1]-[P;H0;+0:2]
1.3.2,3893,Chloro Buchwald-Hartwig amination,3,"[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#8;D0;-1;H1:4]","[#6;+0:1]-[#46:2]-[#8;H1;+0:4].[Cl,Br,I;-1;H0,$([O]-[S]):3]","[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#8;D0;-1;H1:4]>>[#6;+0:1]-[#46:2]-[#8;H1;+0:4].[Cl,Br,I;-1;H0,$([O]-[S]):3]"
1.3.2,2086,Chloro Buchwald-Hartwig amination,4,[#6;+0:1]-[#46:2]-[#8:3].[#6;+0:4]-[#5;-1:5],[#6;+0:4]-[#46:2]-[#6;+0:1].[#5;-1:5]-[#8;+0:3],[#6;+0:1]-[#46:2]-[#8:3].[#6;+0:4]-[#5;-1:5]>>[#6;+0:4]-[#46:2]-[#6;+0:1].[#5;-1:5]-[#8;+0:3]
1.3.2,2099,Chloro Buchwald-Hartwig amination,4,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H3;+0:4],[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H3;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H2;+0:3]
1.3.2,2112,Chloro Buchwald-Hartwig amination,4,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H2;+0:4],[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H2;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H2;+0:3]
1.3.2,2125,Chloro Buchwald-Hartwig amination,4,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H1;+0:4],[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H1;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H2;+0:3]
1.3.2,2138,Chloro Buchwald-Hartwig amination,4,[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H3;+0:4],[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H1;+0:3],[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H3;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H1;+0:3]
1.3.2,2151,Chloro Buchwald-Hartwig amination,4,[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H2;+0:4],[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H1;+0:3],[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H2;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H1;+0:3]
1.3.2,2164,Chloro Buchwald-Hartwig amination,4,[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H1;+0:4],[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H1;+0:3],[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H1;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H1;+0:3]
1.3.2,2177,Chloro Buchwald-Hartwig amination,4,"[#46:1](-[Cl,Br,I:2])-[*:3].[B;+0:4]-[B;+0:5]","[#46:1](-[B;+0:4])-[*:3].[B;+0:5]-[Cl,Br,I;+0:2]","[#46:1](-[Cl,Br,I:2])-[*:3].[B;+0:4]-[B;+0:5]>>[#46:1](-[B;+0:4])-[*:3].[B;+0:5]-[Cl,Br,I;+0:2]"
1.3.2,2190,Chloro Buchwald-Hartwig amination,4,[#46:1](-[O;D2:2]-[S:3])-[*:4].[B;+0:5]-[B;+0:6],[#46:1](-[B;+0:5])-[*:4].[B;+0:6]-[O;D2:2]-[S:3],[#46:1](-[O;D2:2]-[S:3])-[*:4].[B;+0:5]-[B;+0:6]>>[#46:1](-[B;+0:5])-[*:4].[B;+0:6]-[O;D2:2]-[S:3]
1.3.2,2307,Chloro Buchwald-Hartwig amination,4,[#6;+0:1]-[#5:2].[O;H2;+0:3],[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3],[#6;+0:1]-[#5:2].[O;H2;+0:3]>>[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3]
1.3.2,2320,Chloro Buchwald-Hartwig amination,4,[#6;+0:1]-[#5:2].[O;-1:3],[#6;+0:1]-[#5;-1:2]-[O;+0:3],[#6;+0:1]-[#5:2].[O;-1:3]>>[#6;+0:1]-[#5;-1:2]-[O;+0:3]
1.3.2,2541,Chloro Buchwald-Hartwig amination,4,[P;+1;H0:1]-[O;H1;+0:2],[P;H0;+0:1]=[O;H0;+0:2],[P;+1;H0:1]-[O;H1;+0:2]>>[P;H0;+0:1]=[O;H0;+0:2]
1.3.2,2866,Chloro Buchwald-Hartwig amination,4,[O;H2:1],[O;-1;H1:1],[O;H2:1]>>[O;-1;H1:1]
1.3.2,3230,Chloro Buchwald-Hartwig amination,4,[#46;D0;+0:1].[P;!$([P]=[O]);H0;+0:2],[#46;D1;+0:1]-[P;H0;+0:2],[#46;D0;+0:1].[P;!$([P]=[O]);H0;+0:2]>>[#46;D1;+0:1]-[P;H0;+0:2]
1.3.2,3568,Chloro Buchwald-Hartwig amination,4,[#46;D1;+0:1]-[P;H0;+0:2].[P;!$([P]=[O]);H0;+0:3],[#46;D2;+0:1](-[P;H0;+0:3])-[P;H0;+0:2],[#46;D1;+0:1]-[P;H0;+0:2].[P;!$([P]=[O]);H0;+0:3]>>[#46;D2;+0:1](-[P;H0;+0:3])-[P;H0;+0:2]
1.3.2,2203,Chloro Buchwald-Hartwig amination,5,"[#6;+0:1]-[#46:2]-[#7,#5,#6;+0:3]","[#6;+0:1]-[#7,#5,#6;+0:3].[#46:2]","[#6;+0:1]-[#46:2]-[#7,#5,#6;+0:3]>>[#6;+0:1]-[#7,#5,#6;+0:3].[#46:2]"
1.3.2,2333,Chloro Buchwald-Hartwig amination,5,[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3],[#6;+0:1]-[#5;-1:2]-[O;H1;+0:3],[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3]>>[#6;+0:1]-[#5;-1:2]-[O;H1;+0:3]
1.3.2,2554,Chloro Buchwald-Hartwig amination,5,[#46;D0;+0:1].[P;!$([P]=[O]);H0;+0:2],[#46;D1;+0:1]-[P;H0;+0:2],[#46;D0;+0:1].[P;!$([P]=[O]);H0;+0:2]>>[#46;D1;+0:1]-[P;H0;+0:2]
1.3.2,2879,Chloro Buchwald-Hartwig amination,5,"[P;+1;H0:1]-[Cl,Br,I;+0:2].[O;-1;H1:3]","[P;+1;H0:1]-[O;H1;+0:3].[Cl,Br,I;-1:2]","[P;+1;H0:1]-[Cl,Br,I;+0:2].[O;-1;H1:3]>>[P;+1;H0:1]-[O;H1;+0:3].[Cl,Br,I;-1:2]"
1.3.2,2892,Chloro Buchwald-Hartwig amination,5,"[P;+1;H0:1]-[Cl,Br,I;+0:2].[O;-1:3]","[P;+1;H0:1]-[O;+0:3].[Cl,Br,I;-1:2]","[P;+1;H0:1]-[Cl,Br,I;+0:2].[O;-1:3]>>[P;+1;H0:1]-[O;+0:3].[Cl,Br,I;-1:2]"
1.3.2,3243,Chloro Buchwald-Hartwig amination,5,[#46;D1;+0:1]-[P;H0;+0:2].[P;!$([P]=[O]);H0;+0:3],[#46;D2;+0:1](-[P;H0;+0:3])-[P;H0;+0:2],[#46;D1;+0:1]-[P;H0;+0:2].[P;!$([P]=[O]);H0;+0:3]>>[#46;D2;+0:1](-[P;H0;+0:3])-[P;H0;+0:2]
1.3.2,3581,Chloro Buchwald-Hartwig amination,5,"[#6;+0:1]-[Cl,$([O]-[S]),Br,I:2].[#46;!$([#46]-[I]);!$([#46]-[Br]);!$([#46]-[Cl]):3]","[#6;+0:1]-[#46:3]-[Cl,$([O]-[S]),Br,I:2]","[#6;+0:1]-[Cl,$([O]-[S]),Br,I:2].[#46;!$([#46]-[I]);!$([#46]-[Br]);!$([#46]-[Cl]):3]>>[#6;+0:1]-[#46:3]-[Cl,$([O]-[S]),Br,I:2]"
1.3.2,2346,Chloro Buchwald-Hartwig amination,6,[#6;+0:1]-[#46:2]-[#8:3].[#6;+0:4]-[#5;-1:5],[#6;+0:4]-[#46:2]-[#6;+0:1].[#5;-1:5]-[#8;+0:3],[#6;+0:1]-[#46:2]-[#8:3].[#6;+0:4]-[#5;-1:5]>>[#6;+0:4]-[#46:2]-[#6;+0:1].[#5;-1:5]-[#8;+0:3]
1.3.2,2359,Chloro Buchwald-Hartwig amination,6,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H3;+0:4],[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H3;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H2;+0:3]
1.3.2,2372,Chloro Buchwald-Hartwig amination,6,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H2;+0:4],[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H2;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H2;+0:3]
1.3.2,2385,Chloro Buchwald-Hartwig amination,6,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H1;+0:4],[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H1;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H2;+0:3]
1.3.2,2398,Chloro Buchwald-Hartwig amination,6,[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H3;+0:4],[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H1;+0:3],[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H3;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H1;+0:3]
1.3.2,2411,Chloro Buchwald-Hartwig amination,6,[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H2;+0:4],[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H1;+0:3],[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H2;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H1;+0:3]
1.3.2,2424,Chloro Buchwald-Hartwig amination,6,[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H1;+0:4],[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H1;+0:3],[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H1;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H1;+0:3]
1.3.2,2437,Chloro Buchwald-Hartwig amination,6,"[#46:1](-[Cl,Br,I:2])-[*:3].[B;+0:4]-[B;+0:5]","[#46:1](-[B;+0:4])-[*:3].[B;+0:5]-[Cl,Br,I;+0:2]","[#46:1](-[Cl,Br,I:2])-[*:3].[B;+0:4]-[B;+0:5]>>[#46:1](-[B;+0:4])-[*:3].[B;+0:5]-[Cl,Br,I;+0:2]"
1.3.2,2450,Chloro Buchwald-Hartwig amination,6,[#46:1](-[O;D2:2]-[S:3])-[*:4].[B;+0:5]-[B;+0:6],[#46:1](-[B;+0:5])-[*:4].[B;+0:6]-[O;D2:2]-[S:3],[#46:1](-[O;D2:2]-[S:3])-[*:4].[B;+0:5]-[B;+0:6]>>[#46:1](-[B;+0:5])-[*:4].[B;+0:6]-[O;D2:2]-[S:3]
1.3.2,2567,Chloro Buchwald-Hartwig amination,6,[#46;D1;+0:1]-[P;H0;+0:2].[P;!$([P]=[O]);H0;+0:3],[#46;D2;+0:1](-[P;H0;+0:3])-[P;H0;+0:2],[#46;D1;+0:1]-[P;H0;+0:2].[P;!$([P]=[O]);H0;+0:3]>>[#46;D2;+0:1](-[P;H0;+0:3])-[P;H0;+0:2]
1.3.2,2905,Chloro Buchwald-Hartwig amination,6,[P;+1;H0:1]-[O;H1;+0:2],[P;H0;+0:1]=[O;H0;+0:2],[P;+1;H0:1]-[O;H1;+0:2]>>[P;H0;+0:1]=[O;H0;+0:2]
1.3.2,3256,Chloro Buchwald-Hartwig amination,6,"[#6;+0:1]-[Cl,$([O]-[S]),Br,I:2].[#46;!$([#46]-[I]);!$([#46]-[Br]);!$([#46]-[P]);!$([#46]-[Cl]):3]","[#6;+0:1]-[#46:3]-[Cl,$([O]-[S]),Br,I:2]","[#6;+0:1]-[Cl,$([O]-[S]),Br,I:2].[#46;!$([#46]-[I]);!$([#46]-[Br]);!$([#46]-[P]);!$([#46]-[Cl]):3]>>[#6;+0:1]-[#46:3]-[Cl,$([O]-[S]),Br,I:2]"
1.3.2,3594,Chloro Buchwald-Hartwig amination,6,"[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#8;H2;+0:4]","[#6;+0:1]-[#46:2]-[#8;H1;+0:4].[Cl,$([O]-[S]),Br,I;H1;+0:3]","[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#8;H2;+0:4]>>[#6;+0:1]-[#46:2]-[#8;H1;+0:4].[Cl,$([O]-[S]),Br,I;H1;+0:3]"
1.3.2,3607,Chloro Buchwald-Hartwig amination,6,"[#6;!$([#6]=[O]):1][#8;H1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]","[#6:1][#8;H0;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;H1;+0:5]","[#6;!$([#6]=[O]):1][#8;H1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]>>[#6:1][#8;H0;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;H1;+0:5]"
1.3.2,3620,Chloro Buchwald-Hartwig amination,6,"[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#11,#19,#3,#55:4][#8:5]","[#6;+0:1]-[#46:2]-[#8:5].[#11,#19,#3,#55;+1:4].[Cl,$([O]-[S]),Br,I;-1:3]","[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#11,#19,#3,#55:4][#8:5]>>[#6;+0:1]-[#46:2]-[#8:5].[#11,#19,#3,#55;+1:4].[Cl,$([O]-[S]),Br,I;-1:3]"
1.3.2,3633,Chloro Buchwald-Hartwig amination,6,"[#6;!$([#6]=[O]):1]-[#8;-1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]","[#6:1]-[#8;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;-1:5]","[#6;!$([#6]=[O]):1]-[#8;-1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]>>[#6:1]-[#8;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;-1:5]"
1.3.2,2463,Chloro Buchwald-Hartwig amination,7,"[#6;+0:1]-[#46:2]-[#7,#5,#6;+0:3]","[#6;+0:1]-[#7,#5,#6;+0:3].[#46:2]","[#6;+0:1]-[#46:2]-[#7,#5,#6;+0:3]>>[#6;+0:1]-[#7,#5,#6;+0:3].[#46:2]"
1.3.2,2580,Chloro Buchwald-Hartwig amination,7,"[#6;+0:1]-[Cl,$([O]-[S]),Br,I:2].[#46;!$([#46]-[I]);!$([#46]-[Br]);!$([#46]-[Cl]);+0:3]","[#6;+0:1]-[#46:3]-[Cl,$([O]-[S]),Br,I:2]","[#6;+0:1]-[Cl,$([O]-[S]),Br,I:2].[#46;!$([#46]-[I]);!$([#46]-[Br]);!$([#46]-[Cl]);+0:3]>>[#6;+0:1]-[#46:3]-[Cl,$([O]-[S]),Br,I:2]"
1.3.2,2918,Chloro Buchwald-Hartwig amination,7,[#46;D0;+0:1].[P;!$([P]=[O]);H0;+0:2],[#46;D1;+0:1]-[P;H0;+0:2],[#46;D0;+0:1].[P;!$([P]=[O]);H0;+0:2]>>[#46;D1;+0:1]-[P;H0;+0:2]
1.3.2,3269,Chloro Buchwald-Hartwig amination,7,"[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#8;H2;+0:4]","[#6;+0:1]-[#46:2]-[#8;H1;+0:4].[Cl,$([O]-[S]),Br,I;H1;+0:3]","[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#8;H2;+0:4]>>[#6;+0:1]-[#46:2]-[#8;H1;+0:4].[Cl,$([O]-[S]),Br,I;H1;+0:3]"
1.3.2,3282,Chloro Buchwald-Hartwig amination,7,"[#6;!$([#6]=[O]):1][#8;H1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]","[#6:1][#8;H0;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;H1;+0:5]","[#6;!$([#6]=[O]):1][#8;H1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]>>[#6:1][#8;H0;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;H1;+0:5]"
1.3.2,3295,Chloro Buchwald-Hartwig amination,7,"[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#11,#19,#3,#55:4][#8:5]","[#6;+0:1]-[#46:2]-[#8:5].[#11,#19,#3,#55;+1:4].[Cl,$([O]-[S]),Br,I;-1:3]","[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#11,#19,#3,#55:4][#8:5]>>[#6;+0:1]-[#46:2]-[#8:5].[#11,#19,#3,#55;+1:4].[Cl,$([O]-[S]),Br,I;-1:3]"
1.3.2,3308,Chloro Buchwald-Hartwig amination,7,"[#6;!$([#6]=[O]):1]-[#8;-1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]","[#6:1]-[#8;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;-1:5]","[#6;!$([#6]=[O]):1]-[#8;-1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]>>[#6:1]-[#8;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;-1:5]"
1.3.2,3646,Chloro Buchwald-Hartwig amination,7,[#6;+0:1]-[#5:2].[O;H2;+0:3],[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3],[#6;+0:1]-[#5:2].[O;H2;+0:3]>>[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3]
1.3.2,3659,Chloro Buchwald-Hartwig amination,7,[#6;+0:1]-[#5:2].[O;-1:3],[#6;+0:1]-[#5;-1:2]-[O;+0:3],[#6;+0:1]-[#5:2].[O;-1:3]>>[#6;+0:1]-[#5;-1:2]-[O;+0:3]
1.3.2,2593,Chloro Buchwald-Hartwig amination,8,"[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#8;H2;+0:4]","[#6;+0:1]-[#46:2]-[#8;H1;+0:4].[Cl,$([O]-[S]),Br,I;H1;+0:3]","[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#8;H2;+0:4]>>[#6;+0:1]-[#46:2]-[#8;H1;+0:4].[Cl,$([O]-[S]),Br,I;H1;+0:3]"
1.3.2,2606,Chloro Buchwald-Hartwig amination,8,"[#6;!$([#6]=[O]):1][#8;H1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]","[#6:1][#8:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;H1;+0:5]","[#6;!$([#6]=[O]):1][#8;H1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]>>[#6:1][#8:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;H1;+0:5]"
1.3.2,2619,Chloro Buchwald-Hartwig amination,8,"[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#11,#19,#3,#55:4][#8:5]","[#6;+0:1]-[#46:2]-[#8:5].[#11,#19,#3,#55;+1:4].[Cl,$([O]-[S]),Br,I;-1:3]","[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#11,#19,#3,#55:4][#8:5]>>[#6;+0:1]-[#46:2]-[#8:5].[#11,#19,#3,#55;+1:4].[Cl,$([O]-[S]),Br,I;-1:3]"
1.3.2,2632,Chloro Buchwald-Hartwig amination,8,"[#6;!$([#6]=[O]):1]-[#8;-1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]","[#6:1]-[#8;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;-1:5]","[#6;!$([#6]=[O]):1]-[#8;-1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]>>[#6:1]-[#8;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;-1:5]"
1.3.2,2931,Chloro Buchwald-Hartwig amination,8,[#46;D1;+0:1]-[P;H0;+0:2].[P;!$([P]=[O]);H0;+0:3],[#46;D2;+0:1](-[P;H0;+0:3])-[P;H0;+0:2],[#46;D1;+0:1]-[P;H0;+0:2].[P;!$([P]=[O]);H0;+0:3]>>[#46;D2;+0:1](-[P;H0;+0:3])-[P;H0;+0:2]
1.3.2,3321,Chloro Buchwald-Hartwig amination,8,[#6;+0:1]-[#5:2].[O;H2;+0:3],[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3],[#6;+0:1]-[#5:2].[O;H2;+0:3]>>[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3]
1.3.2,3334,Chloro Buchwald-Hartwig amination,8,[#6;+0:1]-[#5:2].[O;-1:3],[#6;+0:1]-[#5;-1:2]-[O;+0:3],[#6;+0:1]-[#5:2].[O;-1:3]>>[#6;+0:1]-[#5;-1:2]-[O;+0:3]
1.3.2,3672,Chloro Buchwald-Hartwig amination,8,[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3],[#6;+0:1]-[#5;-1:2]-[O;H1;+0:3],[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3]>>[#6;+0:1]-[#5;-1:2]-[O;H1;+0:3]
1.3.2,2645,Chloro Buchwald-Hartwig amination,9,[#6;+0:1]-[#5:2].[O;H2;+0:3],[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3],[#6;+0:1]-[#5:2].[O;H2;+0:3]>>[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3]
1.3.2,2658,Chloro Buchwald-Hartwig amination,9,[#6;+0:1]-[#5:2].[O;-1:3],[#6;+0:1]-[#5;-1:2]-[O;+0:3],[#6;+0:1]-[#5:2].[O;-1:3]>>[#6;+0:1]-[#5;-1:2]-[O;+0:3]
1.3.2,2944,Chloro Buchwald-Hartwig amination,9,"[#6;+0:1]-[Cl,$([O]-[S]),Br,I:2].[#46;!$([#46]-[I]);!$([#46]-[Br]);!$([#46]-[Cl]);!$([#46]-[O]);+0:3]","[#6;+0:1]-[#46:3]-[Cl,$([O]-[S]),Br,I:2]","[#6;+0:1]-[Cl,$([O]-[S]),Br,I:2].[#46;!$([#46]-[I]);!$([#46]-[Br]);!$([#46]-[Cl]);!$([#46]-[O]);+0:3]>>[#6;+0:1]-[#46:3]-[Cl,$([O]-[S]),Br,I:2]"
1.3.2,3347,Chloro Buchwald-Hartwig amination,9,[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3],[#6;+0:1]-[#5;-1:2]-[O;H1;+0:3],[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3]>>[#6;+0:1]-[#5;-1:2]-[O;H1;+0:3]
1.3.2,3685,Chloro Buchwald-Hartwig amination,9,[#6;+0:1]-[#46:2]-[#8:3].[#6;+0:4]-[#5;-1:5],[#6;+0:4]-[#46:2]-[#6;+0:1].[#5;-1:5]-[#8;+0:3],[#6;+0:1]-[#46:2]-[#8:3].[#6;+0:4]-[#5;-1:5]>>[#6;+0:4]-[#46:2]-[#6;+0:1].[#5;-1:5]-[#8;+0:3]
