rxn_code,mech_id,namerxn,step,smarts_reactant,smarts_product,full_smarts
3.1.3,2810,Iodo Suzuki coupling,,"[#46;+2:1].[O,Cl,Br,I;-1:2]","[#46;+1:1]-[O,Cl,Br,I;+0:2]","[#46;+2:1].[O,Cl,Br,I;-1:2]>>[#46;+1:1]-[O,Cl,Br,I;+0:2]"
3.1.3,3174,Iodo Suzuki coupling,,"[#46;+0:1](-[O,Cl,Br,I:2])-[O,Cl,Br,I:3].[C;H2:4]1([C;H2:5][C;H1:6]=[C;H1:7][C;H2:8][C;H2:9][C;H1:10]=[C;H1:11]1)","[#46;+0:1]321([O,Cl,Br,I:2])([O,Cl,Br,I:3])([C;H1:11]4([C;H2:4][C;H2:5][C;H1:6]1[C;H1:7]2[C;H2:8][C;H2:9][C;H1:10]34))","[#46;+0:1](-[O,Cl,Br,I:2])-[O,Cl,Br,I:3].[C;H2:4]1([C;H2:5][C;H1:6]=[C;H1:7][C;H2:8][C;H2:9][C;H1:10]=[C;H1:11]1)>>[#46;+0:1]321([O,Cl,Br,I:2])([O,Cl,Br,I:3])([C;H1:11]4([C;H2:4][C;H2:5][C;H1:6]1[C;H1:7]2[C;H2:8][C;H2:9][C;H1:10]34))"
3.1.3,3486,Iodo Suzuki coupling,,"[#46;+0:1](-[O,Cl,Br,I:2])-[O,Cl,Br,I:3].[N;H0;+0:4]-[C:5]","[#46;+0:1](-[N;+1:4]-[C:5])-[O,Cl,Br,I:2].[O,Cl,Br,I;-1:3]","[#46;+0:1](-[O,Cl,Br,I:2])-[O,Cl,Br,I:3].[N;H0;+0:4]-[C:5]>>[#46;+0:1](-[N;+1:4]-[C:5])-[O,Cl,Br,I:2].[O,Cl,Br,I;-1:3]"
3.1.3,3811,Iodo Suzuki coupling,,"[#6:1]-[#12:2]-[Cl,Br,I:3].[#46;+0:4](-[O,Cl,Br,I:5])-[O,Cl,Br,I:6]","[#6:1]-[#46;+0:4]-[O,Cl,Br,I:5].[#12:2](-[Cl,Br,I:3])-[O,Cl,Br,I;+0:6]","[#6:1]-[#12:2]-[Cl,Br,I:3].[#46;+0:4](-[O,Cl,Br,I:5])-[O,Cl,Br,I:6]>>[#6:1]-[#46;+0:4]-[O,Cl,Br,I:5].[#12:2](-[Cl,Br,I:3])-[O,Cl,Br,I;+0:6]"
3.1.3,3850,Iodo Suzuki coupling,,[#46;D4;+0:1](-[P;H0:2])(-[P;H0:3])(-[P;H0:4])-[P;H0:5],[#46;D3;+0:1](-[P;H0:2])(-[P;H0:3])-[P;H0:4].[P;H0:5],[#46;D4;+0:1](-[P;H0:2])(-[P;H0:3])(-[P;H0:4])-[P;H0:5]>>[#46;D3;+0:1](-[P;H0:2])(-[P;H0:3])-[P;H0:4].[P;H0:5]
3.1.3,3902,Iodo Suzuki coupling,,"[#6;+0:1]-[Cl,$([O]-[S]),Br,I:2].[#46;D2;+0:3]","[#6;+0:1]-[#46:3]-[Cl,$([O]-[S]),Br,I:2]","[#6;+0:1]-[Cl,$([O]-[S]),Br,I:2].[#46;D2;+0:3]>>[#6;+0:1]-[#46:3]-[Cl,$([O]-[S]),Br,I:2]"
3.1.3,1991,Iodo Suzuki coupling,1,"[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#8;H2;+0:4]","[#6;+0:1]-[#46:2]-[#8;H1;+0:4].[Cl,$([O]-[S]),Br,I;H1;+0:3]","[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#8;H2;+0:4]>>[#6;+0:1]-[#46:2]-[#8;H1;+0:4].[Cl,$([O]-[S]),Br,I;H1;+0:3]"
3.1.3,2004,Iodo Suzuki coupling,1,"[#6;!$([#6]=[O]):1][#8;H1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]","[#6:1][#8;H0;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;H1;+0:5]","[#6;!$([#6]=[O]):1][#8;H1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]>>[#6:1][#8;H0;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;H1;+0:5]"
3.1.3,2017,Iodo Suzuki coupling,1,"[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#11,#19,#3,#55:4][#8:5]","[#6;+0:1]-[#46:2]-[#8:5].[#11,#19,#3,#55;+1:4].[Cl,$([O]-[S]),Br,I;-1:3]","[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#11,#19,#3,#55:4][#8:5]>>[#6;+0:1]-[#46:2]-[#8:5].[#11,#19,#3,#55;+1:4].[Cl,$([O]-[S]),Br,I;-1:3]"
3.1.3,2030,Iodo Suzuki coupling,1,"[#6;!$([#6]=[O]):1]-[#8;-1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]","[#6:1]-[#8;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;-1:5]","[#6;!$([#6]=[O]):1]-[#8;-1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]>>[#6:1]-[#8;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;-1:5]"
3.1.3,2225,Iodo Suzuki coupling,1,[#46;D1;+0:1]-[P;H0;+0:2].[P;H0;+0:3],[#46;D2;+0:1](-[P;H0;+0:3])-[P;H0;+0:2],[#46;D1;+0:1]-[P;H0;+0:2].[P;H0;+0:3]>>[#46;D2;+0:1](-[P;H0;+0:3])-[P;H0;+0:2]
3.1.3,2485,Iodo Suzuki coupling,1,"[#46;+0:1](-[O,Cl,Br,I:2])-[O,Cl,Br,I:3].[P;D3;H0:4]","[#46;+0:1].[P;+1;H0:4]-[O,Cl,Br,I:2].[O,Cl,Br,I;-1:3]","[#46;+0:1](-[O,Cl,Br,I:2])-[O,Cl,Br,I:3].[P;D3;H0:4]>>[#46;+0:1].[P;+1;H0:4]-[O,Cl,Br,I:2].[O,Cl,Br,I;-1:3]"
3.1.3,2823,Iodo Suzuki coupling,1,"[#46;+1:1]-[O,Cl,Br,I;+0:2].[O,Cl,Br,I;-1:3]","[#46;+0:1](-[O,Cl,Br,I;+0:2])-[O,Cl,Br,I;+0:3]","[#46;+1:1]-[O,Cl,Br,I;+0:2].[O,Cl,Br,I;-1:3]>>[#46;+0:1](-[O,Cl,Br,I;+0:2])-[O,Cl,Br,I;+0:3]"
3.1.3,3187,Iodo Suzuki coupling,1,"[#46;+0:1]321([O,Cl,Br,I:2])([O,Cl,Br,I:3])([C;H1:4]4([C;H2:5][C;H2:6][C;H1:7]1[C;H1:8]2[C;H2:9][C;H2:10][C;H1:11]34)).[O;-1:12]","[#46;-1:1]31([O,Cl,Br,I:2])([O,Cl,Br,I:3])([C;H1:11]2([C;H2:10][C;H2:9][C;H1:8]([O;+0:12])[C;H1:7]1[C;H2:6][C;H2:5][C;H1:4]23))","[#46;+0:1]321([O,Cl,Br,I:2])([O,Cl,Br,I:3])([C;H1:4]4([C;H2:5][C;H2:6][C;H1:7]1[C;H1:8]2[C;H2:9][C;H2:10][C;H1:11]34)).[O;-1:12]>>[#46;-1:1]31([O,Cl,Br,I:2])([O,Cl,Br,I:3])([C;H1:11]2([C;H2:10][C;H2:9][C;H1:8]([O;+0:12])[C;H1:7]1[C;H2:6][C;H2:5][C;H1:4]23))"
3.1.3,3499,Iodo Suzuki coupling,1,"[#46;+0:1](-[N;+1:2]-[C;H3:3])-[O,Cl,Br,I:4]","[#46;H1;+0:1]-[O,Cl,Br,I:4].[N;+1:2]=[C;H2:3]","[#46;+0:1](-[N;+1:2]-[C;H3:3])-[O,Cl,Br,I:4]>>[#46;H1;+0:1]-[O,Cl,Br,I:4].[N;+1:2]=[C;H2:3]"
3.1.3,3512,Iodo Suzuki coupling,1,"[#46;+0:1](-[N;+1:2]-[C;H2:3])-[O,Cl,Br,I:4]","[#46;H1;+0:1]-[O,Cl,Br,I:4].[N;+1:2]=[C;H1:3]","[#46;+0:1](-[N;+1:2]-[C;H2:3])-[O,Cl,Br,I:4]>>[#46;H1;+0:1]-[O,Cl,Br,I:4].[N;+1:2]=[C;H1:3]"
3.1.3,3525,Iodo Suzuki coupling,1,"[#46;+0:1](-[N;+1:2]-[C;H1:3])-[O,Cl,Br,I:4]","[#46;H1;+0:1]-[O,Cl,Br,I:4].[N;+1:2]=[C;H0:3]","[#46;+0:1](-[N;+1:2]-[C;H1:3])-[O,Cl,Br,I:4]>>[#46;H1;+0:1]-[O,Cl,Br,I:4].[N;+1:2]=[C;H0:3]"
3.1.3,3824,Iodo Suzuki coupling,1,"[#6:1]-[#46;+0:2]-[O,Cl,Br,I:3].[#6:4]-[#12:5]-[Cl,Br,I:6]","[#6:1]-[#46;+0:2]-[#6:4].[#12:5](-[Cl,Br,I:6])-[O,Cl,Br,I;+0:3]","[#6:1]-[#46;+0:2]-[O,Cl,Br,I:3].[#6:4]-[#12:5]-[Cl,Br,I:6]>>[#6:1]-[#46;+0:2]-[#6:4].[#12:5](-[Cl,Br,I:6])-[O,Cl,Br,I;+0:3]"
3.1.3,3863,Iodo Suzuki coupling,1,[#46;D3;+0:1](-[P;H0:2])(-[P;H0:3])-[P;H0:4],[#46;D2;+0:1](-[P;H0:2])-[P;H0:3].[P;H0:4],[#46;D3;+0:1](-[P;H0:2])(-[P;H0:3])-[P;H0:4]>>[#46;D2;+0:1](-[P;H0:2])-[P;H0:3].[P;H0:4]
3.1.3,3915,Iodo Suzuki coupling,1,"[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#8;D0;-1;H1:4]","[#6;+0:1]-[#46:2]-[#8;H1;+0:4].[Cl,Br,I;-1;H0,$([O]-[S]):3]","[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#8;D0;-1;H1:4]>>[#6;+0:1]-[#46:2]-[#8;H1;+0:4].[Cl,Br,I;-1;H0,$([O]-[S]):3]"
3.1.3,2043,Iodo Suzuki coupling,2,[#6;+0:1]-[#5:2].[O;H2;+0:3],[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3],[#6;+0:1]-[#5:2].[O;H2;+0:3]>>[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3]
3.1.3,2056,Iodo Suzuki coupling,2,[#6;+0:1]-[#5:2].[O;-1:3],[#6;+0:1]-[#5;-1:2]-[O;+0:3],[#6;+0:1]-[#5:2].[O;-1:3]>>[#6;+0:1]-[#5;-1:2]-[O;+0:3]
3.1.3,2238,Iodo Suzuki coupling,2,"[#6;+0:1]-[Cl,$([O]-[S]),Br,I:2].[#46;D2;+0:3]","[#6;+0:1]-[#46:3]-[Cl,$([O]-[S]),Br,I:2]","[#6;+0:1]-[Cl,$([O]-[S]),Br,I:2].[#46;D2;+0:3]>>[#6;+0:1]-[#46:3]-[Cl,$([O]-[S]),Br,I:2]"
3.1.3,2498,Iodo Suzuki coupling,2,[O;H2:1],[O;-1;H1:1],[O;H2:1]>>[O;-1;H1:1]
3.1.3,2836,Iodo Suzuki coupling,2,"[#46;+0:1](-[P;D4;H0;+0:2])(-[P;D4;H0;+0:3])(-[O,Cl,Br,I:4])-[O,Cl,Br,I:5]","[#46;+0:1](-[P;D3;H0;+0:2])(-[O,Cl,Br,I:4])-[O,Cl,Br,I:5].[P;D3;+0:3]","[#46;+0:1](-[P;D4;H0;+0:2])(-[P;D4;H0;+0:3])(-[O,Cl,Br,I:4])-[O,Cl,Br,I:5]>>[#46;+0:1](-[P;D3;H0;+0:2])(-[O,Cl,Br,I:4])-[O,Cl,Br,I:5].[P;D3;+0:3]"
3.1.3,3200,Iodo Suzuki coupling,2,"[#46;-1:1]31([O,Cl,Br,I:2])([O,Cl,Br,I:3])([C;H1:4]2([C;H2:5][C;H2:6][C;H1:7]([O;+0:8])[C;H1:9]1[C;H2:10][C;H2:11][C;H1:12]23))","[#46;H1;+0:1]-[O,Cl,Br,I:2].[O,Cl,Br,I;-1:3].[O;+0:8][C;H0:7]1([C;H2:6][C;H2:5][C;H1:4]=[C;H1:12][C;H2:11][C;H2:10][C;H1:9]=1)","[#46;-1:1]31([O,Cl,Br,I:2])([O,Cl,Br,I:3])([C;H1:4]2([C;H2:5][C;H2:6][C;H1:7]([O;+0:8])[C;H1:9]1[C;H2:10][C;H2:11][C;H1:12]23))>>[#46;H1;+0:1]-[O,Cl,Br,I:2].[O,Cl,Br,I;-1:3].[O;+0:8][C;H0:7]1([C;H2:6][C;H2:5][C;H1:4]=[C;H1:12][C;H2:11][C;H2:10][C;H1:9]=1)"
3.1.3,3538,Iodo Suzuki coupling,2,"[#46;H1;+0:1]-[O,Cl,Br,I:2]","[#46;H0;+0:1].[O,Cl,Br,I;H1:2]","[#46;H1;+0:1]-[O,Cl,Br,I:2]>>[#46;H0;+0:1].[O,Cl,Br,I;H1:2]"
3.1.3,3837,Iodo Suzuki coupling,2,[#6:1]-[#46;+0:2]-[#6:3],[#6:1]-[#6:3].[#46;+0:2],[#6:1]-[#46;+0:2]-[#6:3]>>[#6:1]-[#6:3].[#46;+0:2]
3.1.3,3876,Iodo Suzuki coupling,2,"[#6;+0:1]-[Cl,$([O]-[S]),Br,I:2].[#46;+0:3]","[#6;+0:1]-[#46:3]-[Cl,$([O]-[S]),Br,I:2]","[#6;+0:1]-[Cl,$([O]-[S]),Br,I:2].[#46;+0:3]>>[#6;+0:1]-[#46:3]-[Cl,$([O]-[S]),Br,I:2]"
3.1.3,2069,Iodo Suzuki coupling,3,[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3],[#6;+0:1]-[#5;-1:2]-[O;H1;+0:3],[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3]>>[#6;+0:1]-[#5;-1:2]-[O;H1;+0:3]
3.1.3,2251,Iodo Suzuki coupling,3,"[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#8;H2;+0:4]","[#6;+0:1]-[#46:2]-[#8;H1;+0:4].[Cl,$([O]-[S]),Br,I;H1;+0:3]","[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#8;H2;+0:4]>>[#6;+0:1]-[#46:2]-[#8;H1;+0:4].[Cl,$([O]-[S]),Br,I;H1;+0:3]"
3.1.3,2264,Iodo Suzuki coupling,3,"[#6;!$([#6]=[O]):1][#8;H1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]","[#6:1][#8;H0;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;H1;+0:5]","[#6;!$([#6]=[O]):1][#8;H1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]>>[#6:1][#8;H0;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;H1;+0:5]"
3.1.3,2277,Iodo Suzuki coupling,3,"[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#11,#19,#3,#55:4][#8:5]","[#6;+0:1]-[#46:2]-[#8:5].[#11,#19,#3,#55;+1:4].[Cl,$([O]-[S]),Br,I;-1:3]","[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#11,#19,#3,#55:4][#8:5]>>[#6;+0:1]-[#46:2]-[#8:5].[#11,#19,#3,#55;+1:4].[Cl,$([O]-[S]),Br,I;-1:3]"
3.1.3,2290,Iodo Suzuki coupling,3,"[#6;!$([#6]=[O]):1]-[#8;-1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]","[#6:1]-[#8;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;-1:5]","[#6;!$([#6]=[O]):1]-[#8;-1:2].[#6;+0:3]-[#46:4]-[Cl,$([O]-[S]),Br,I:5]>>[#6:1]-[#8;+0:2]-[#46:4]-[#6;+0:3].[Cl,$([O]-[S]),Br,I;-1:5]"
3.1.3,2511,Iodo Suzuki coupling,3,"[P;+1;H0:1]-[Cl,Br,I;+0:2].[O;-1;H1:3]","[P;+1;H0:1]-[O;H1;+0:3].[Cl,Br,I;-1:2]","[P;+1;H0:1]-[Cl,Br,I;+0:2].[O;-1;H1:3]>>[P;+1;H0:1]-[O;H1;+0:3].[Cl,Br,I;-1:2]"
3.1.3,2524,Iodo Suzuki coupling,3,"[P;+1;H0:1]-[Cl,Br,I;+0:2].[O;-1:3]","[P;+1;H0:1]-[O;+0:3].[Cl,Br,I;-1:2]","[P;+1;H0:1]-[Cl,Br,I;+0:2].[O;-1:3]>>[P;+1;H0:1]-[O;+0:3].[Cl,Br,I;-1:2]"
3.1.3,2849,Iodo Suzuki coupling,3,"[#46;+0:1](-[O,Cl,Br,I:2])-[O,Cl,Br,I:3].[P;D3;H0:4]","[#46;+0:1].[P;+1;H0:4]-[O,Cl,Br,I:2].[O,Cl,Br,I;-1:3]","[#46;+0:1](-[O,Cl,Br,I:2])-[O,Cl,Br,I:3].[P;D3;H0:4]>>[#46;+0:1].[P;+1;H0:4]-[O,Cl,Br,I:2].[O,Cl,Br,I;-1:3]"
3.1.3,3213,Iodo Suzuki coupling,3,"[#46;H1;+0:1]-[O,Cl,Br,I;H0:2]","[#46;H0;+0:1].[O,Cl,Br,I;H1;+0:2]","[#46;H1;+0:1]-[O,Cl,Br,I;H0:2]>>[#46;H0;+0:1].[O,Cl,Br,I;H1;+0:2]"
3.1.3,3551,Iodo Suzuki coupling,3,[#46;D0;+0:1].[P;!$([P]=[O]);H0;+0:2],[#46;D1;+0:1]-[P;H0;+0:2],[#46;D0;+0:1].[P;!$([P]=[O]);H0;+0:2]>>[#46;D1;+0:1]-[P;H0;+0:2]
3.1.3,3889,Iodo Suzuki coupling,3,"[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#8;D0;-1;H1:4]","[#6;+0:1]-[#46:2]-[#8;H1;+0:4].[Cl,Br,I;-1;H0,$([O]-[S]):3]","[#6;+0:1]-[#46:2]-[Cl,$([O]-[S]),Br,I:3].[#8;D0;-1;H1:4]>>[#6;+0:1]-[#46:2]-[#8;H1;+0:4].[Cl,Br,I;-1;H0,$([O]-[S]):3]"
3.1.3,2082,Iodo Suzuki coupling,4,[#6;+0:1]-[#46:2]-[#8:3].[#6;+0:4]-[#5;-1:5],[#6;+0:4]-[#46:2]-[#6;+0:1].[#5;-1:5]-[#8;+0:3],[#6;+0:1]-[#46:2]-[#8:3].[#6;+0:4]-[#5;-1:5]>>[#6;+0:4]-[#46:2]-[#6;+0:1].[#5;-1:5]-[#8;+0:3]
3.1.3,2095,Iodo Suzuki coupling,4,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H3;+0:4],[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H3;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H2;+0:3]
3.1.3,2108,Iodo Suzuki coupling,4,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H2;+0:4],[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H2;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H2;+0:3]
3.1.3,2121,Iodo Suzuki coupling,4,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H1;+0:4],[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H1;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H2;+0:3]
3.1.3,2134,Iodo Suzuki coupling,4,[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H3;+0:4],[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H1;+0:3],[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H3;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H1;+0:3]
3.1.3,2147,Iodo Suzuki coupling,4,[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H2;+0:4],[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H1;+0:3],[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H2;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H1;+0:3]
3.1.3,2160,Iodo Suzuki coupling,4,[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H1;+0:4],[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H1;+0:3],[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H1;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H1;+0:3]
3.1.3,2173,Iodo Suzuki coupling,4,"[#46:1](-[Cl,Br,I:2])-[*:3].[B;+0:4]-[B;+0:5]","[#46:1](-[B;+0:4])-[*:3].[B;+0:5]-[Cl,Br,I;+0:2]","[#46:1](-[Cl,Br,I:2])-[*:3].[B;+0:4]-[B;+0:5]>>[#46:1](-[B;+0:4])-[*:3].[B;+0:5]-[Cl,Br,I;+0:2]"
3.1.3,2186,Iodo Suzuki coupling,4,[#46:1](-[O;D2:2]-[S:3])-[*:4].[B;+0:5]-[B;+0:6],[#46:1](-[B;+0:5])-[*:4].[B;+0:6]-[O;D2:2]-[S:3],[#46:1](-[O;D2:2]-[S:3])-[*:4].[B;+0:5]-[B;+0:6]>>[#46:1](-[B;+0:5])-[*:4].[B;+0:6]-[O;D2:2]-[S:3]
3.1.3,2303,Iodo Suzuki coupling,4,[#6;+0:1]-[#5:2].[O;H2;+0:3],[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3],[#6;+0:1]-[#5:2].[O;H2;+0:3]>>[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3]
3.1.3,2316,Iodo Suzuki coupling,4,[#6;+0:1]-[#5:2].[O;-1:3],[#6;+0:1]-[#5;-1:2]-[O;+0:3],[#6;+0:1]-[#5:2].[O;-1:3]>>[#6;+0:1]-[#5;-1:2]-[O;+0:3]
3.1.3,2537,Iodo Suzuki coupling,4,[P;+1;H0:1]-[O;H1;+0:2],[P;H0;+0:1]=[O;H0;+0:2],[P;+1;H0:1]-[O;H1;+0:2]>>[P;H0;+0:1]=[O;H0;+0:2]
3.1.3,2862,Iodo Suzuki coupling,4,[O;H2:1],[O;-1;H1:1],[O;H2:1]>>[O;-1;H1:1]
3.1.3,3226,Iodo Suzuki coupling,4,[#46;D0;+0:1].[P;!$([P]=[O]);H0;+0:2],[#46;D1;+0:1]-[P;H0;+0:2],[#46;D0;+0:1].[P;!$([P]=[O]);H0;+0:2]>>[#46;D1;+0:1]-[P;H0;+0:2]
3.1.3,3564,Iodo Suzuki coupling,4,[#46;D1;+0:1]-[P;H0;+0:2].[P;!$([P]=[O]);H0;+0:3],[#46;D2;+0:1](-[P;H0;+0:3])-[P;H0;+0:2],[#46;D1;+0:1]-[P;H0;+0:2].[P;!$([P]=[O]);H0;+0:3]>>[#46;D2;+0:1](-[P;H0;+0:3])-[P;H0;+0:2]
3.1.3,2199,Iodo Suzuki coupling,5,"[#6;+0:1]-[#46:2]-[#7,#5,#6;+0:3]","[#6;+0:1]-[#7,#5,#6;+0:3].[#46:2]","[#6;+0:1]-[#46:2]-[#7,#5,#6;+0:3]>>[#6;+0:1]-[#7,#5,#6;+0:3].[#46:2]"
3.1.3,2329,Iodo Suzuki coupling,5,[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3],[#6;+0:1]-[#5;-1:2]-[O;H1;+0:3],[#6;+0:1]-[#5;-1:2]-[O;+1;H2:3]>>[#6;+0:1]-[#5;-1:2]-[O;H1;+0:3]
3.1.3,2550,Iodo Suzuki coupling,5,[#46;D0;+0:1].[P;!$([P]=[O]);H0;+0:2],[#46;D1;+0:1]-[P;H0;+0:2],[#46;D0;+0:1].[P;!$([P]=[O]);H0;+0:2]>>[#46;D1;+0:1]-[P;H0;+0:2]
3.1.3,2875,Iodo Suzuki coupling,5,"[P;+1;H0:1]-[Cl,Br,I;+0:2].[O;-1;H1:3]","[P;+1;H0:1]-[O;H1;+0:3].[Cl,Br,I;-1:2]","[P;+1;H0:1]-[Cl,Br,I;+0:2].[O;-1;H1:3]>>[P;+1;H0:1]-[O;H1;+0:3].[Cl,Br,I;-1:2]"
3.1.3,2888,Iodo Suzuki coupling,5,"[P;+1;H0:1]-[Cl,Br,I;+0:2].[O;-1:3]","[P;+1;H0:1]-[O;+0:3].[Cl,Br,I;-1:2]","[P;+1;H0:1]-[Cl,Br,I;+0:2].[O;-1:3]>>[P;+1;H0:1]-[O;+0:3].[Cl,Br,I;-1:2]"
3.1.3,3239,Iodo Suzuki coupling,5,[#46;D1;+0:1]-[P;H0;+0:2].[P;!$([P]=[O]);H0;+0:3],[#46;D2;+0:1](-[P;H0;+0:3])-[P;H0;+0:2],[#46;D1;+0:1]-[P;H0;+0:2].[P;!$([P]=[O]);H0;+0:3]>>[#46;D2;+0:1](-[P;H0;+0:3])-[P;H0;+0:2]
3.1.3,3577,Iodo Suzuki coupling,5,"[#6;+0:1]-[Cl,$([O]-[S]),Br,I:2].[#46;!$([#46]-[I]);!$([#46]-[Br]);!$([#46]-[Cl]):3]","[#6;+0:1]-[#46:3]-[Cl,$([O]-[S]),Br,I:2]","[#6;+0:1]-[Cl,$([O]-[S]),Br,I:2].[#46;!$([#46]-[I]);!$([#46]-[Br]);!$([#46]-[Cl]):3]>>[#6;+0:1]-[#46:3]-[Cl,$([O]-[S]),Br,I:2]"
3.1.3,2342,Iodo Suzuki coupling,6,[#6;+0:1]-[#46:2]-[#8:3].[#6;+0:4]-[#5;-1:5],[#6;+0:4]-[#46:2]-[#6;+0:1].[#5;-1:5]-[#8;+0:3],[#6;+0:1]-[#46:2]-[#8:3].[#6;+0:4]-[#5;-1:5]>>[#6;+0:4]-[#46:2]-[#6;+0:1].[#5;-1:5]-[#8;+0:3]
3.1.3,2355,Iodo Suzuki coupling,6,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H3;+0:4],[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H3;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H2;+0:3]
3.1.3,2368,Iodo Suzuki coupling,6,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H2;+0:4],[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H2;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H1;+0:4].[#8;H2;+0:3]
3.1.3,2381,Iodo Suzuki coupling,6,[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H1;+0:4],[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H2;+0:3],[#6;+0:1]-[#46:2]-[#8;H1:3].[#7;H1;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H0;+0:4].[#8;H2;+0:3]
3.1.3,2394,Iodo Suzuki coupling,6,[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H3;+0:4],[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H1;+0:3],[#6;+0:1]-[#46:2]-[#8;H0:3].[#7;H3;+0:4]>>[#6;+0:1]-[#46:2]-[#7;H2;+0:4].[#8;H1;+0:3]
